îN,èT,ÉCÉìÉtÉãÉGÉìÉU,RSÉEÉCÉãÉXä¥êıè«,àÙì™åãñåîM,Ç`åQónååê´⁄›ªãÖã€àÙì™âä,ä¥êıê´à›í∞âä,êÖìó,éËë´å˚ïa,ì`êıê´çgî¡,ìÀî≠ê´î≠ÇµÇÒ,ÉwÉãÉpÉìÉMÅ[Éi,ó¨çsê´é®â∫ëBâä,ã}ê´èoååê´åãñåâä,ó¨çsê´äpåãñåâä,ç◊ã€ê´êëñåâä,ñ≥ã€ê´êëñåâä,É}ÉCÉRÉvÉâÉYÉ}îxâä,ÉNÉâÉ~ÉWÉAîxâäÅiÉIÉEÉÄïaÇèúÇ≠Åj,ä¥êıê´à›í∞âäÅiÉçÉ^ÉEÉCÉãÉXÅj,COVID19
2009,31èT,1.5625,0.141414141,0.191919192,0.666666667,3.494949495,0.732323232,0.808080808,0.126262626,0.671717172,4.904040404,0.838383838,0,0.192307692,0.0625,0,0.3125,0,,
2009,32èT,1.675409836,0.185929648,0.140703518,0.668341709,3.221105528,0.763819095,0.663316583,0.130653266,0.733668342,4.025125628,0.889447236,0,0.25,0.0625,0,0.3125,0,,
2009,33èT,1.967213115,0.251256281,0.055276382,0.487437186,2.050251256,0.653266332,0.532663317,0.035175879,0.59798995,2.849246231,0.743718593,0,0.365384615,0.0625,0,0.4375,0,,
2009,34èT,2.632786885,0.291457286,0.08040201,0.567839196,3.130653266,0.768844221,0.43718593,0.045226131,0.472361809,1.974874372,0.834170854,0,0.192307692,0.0625,0.0625,0.1875,0,,
2009,35èT,2.990163934,0.16080402,0.060301508,0.577889447,3.211055276,0.628140704,0.457286432,0.095477387,0.653266332,1.412060302,0.804020101,0,0.153846154,0,0,0.3125,0,,
2009,36èT,4.039473684,0.296482412,0.155778894,0.502512563,3.286432161,0.582914573,0.381909548,0.045226131,0.582914573,1.170854271,0.683417085,0,0.153846154,0,0,0.3125,0.0625,,
2009,37èT,5.140983607,0.296482412,0.045226131,0.587939698,2.708542714,0.59798995,0.291457286,0.075376884,0.623115578,1.050251256,0.673366834,0.019230769,0.230769231,0,0.0625,0.375,0,,
2009,38èT,9.344262295,0.281407035,0.050251256,0.703517588,2.824120603,0.492462312,0.27638191,0.025125628,0.497487437,0.552763819,0.763819095,0.057692308,0.115384615,0,0,0.25,0.0625,,
2009,39èT,9.06557377,0.261306533,0.015075377,0.361809045,2.462311558,0.693467337,0.170854271,0.035175879,0.35678392,0.306532663,0.638190955,0,0.115384615,0,0,0.4375,0.0625,,
2009,40èT,8.685245902,0.261306533,0.065326633,0.638190955,2.608040201,0.64321608,0.206030151,0.070351759,0.547738693,0.266331658,0.829145729,0,0.288461538,0,0.0625,0.5,0,,
2009,41èT,17.6852459,0.256281407,0.075376884,0.778894472,2.748743719,0.452261307,0.170854271,0.045226131,0.522613065,0.211055276,0.819095477,0,0.192307692,0,0,0.1875,0,,
2009,42èT,23.33442623,0.40201005,0.120603015,0.613065327,2.32160804,0.527638191,0.150753769,0.020100503,0.467336683,0.190954774,0.648241206,0,0.211538462,0,0,0.375,0,,
2009,43èT,28.00983607,0.381909548,0.075376884,0.869346734,2.64321608,0.713567839,0.105527638,0.020100503,0.452261307,0.115577889,0.829145729,0,0.230769231,0,0,1,0,,
2009,44èT,35.91147541,0.5,0.080808081,0.994949495,2.762626263,0.717171717,0.106060606,0.02020202,0.383838384,0.095959596,0.636363636,0,0.25,0,0.0625,0.8125,0.1875,,
2009,45èT,29.89180328,0.348484848,0.050505051,0.792929293,2.505050505,0.893939394,0.161616162,0.03030303,0.424242424,0.045454545,0.686868687,0.019230769,0.25,0,0,0.6875,0.125,,
2009,46èT,27.19016393,0.641414141,0.045454545,1.070707071,3.116161616,1.085858586,0.181818182,0.03030303,0.464646465,0.055555556,0.843434343,0.019230769,0.096153846,0,0,0.3125,0.0625,,
2009,47èT,26.02622951,0.691919192,0.131313131,0.97979798,3.156565657,1.055555556,0.166666667,0.025252525,0.373737374,0.035353535,0.54040404,0.038461538,0.269230769,0.125,0,0.4375,0.0625,,
2009,48èT,27.42622951,1.050505051,0.070707071,0.792929293,3.383838384,1.232323232,0.126262626,0.025252525,0.338383838,0.03030303,0.797979798,0,0.173076923,0.125,0,0.4375,0.1875,,
2009,49èT,21.40655738,1.287878788,0.126262626,1.156565657,4.782828283,1.191919192,0.151515152,0.080808081,0.550505051,0.025252525,0.767676768,0,0.230769231,0.0625,0.0625,0.5,0.125,,
2009,50èT,20.35081967,1.671717172,0.126262626,1.121212121,6.005050505,1.464646465,0.156565657,0.055555556,0.51010101,0.065656566,0.944444444,0.019230769,0.153846154,0.0625,0,0.1875,0,,
2009,51èT,16.26229508,2.232323232,0.141414141,1.217171717,8.025252525,1.505050505,0.196969697,0.03030303,0.515151515,0.04040404,0.757575758,0.019230769,0.288461538,0.0625,0,0.5625,0.0625,,
2009,52èT,15.01639344,2.217171717,0.101010101,1.085858586,8.747474747,1.5,0.252525253,0.045454545,0.439393939,0.060606061,0.838383838,0,0.173076923,0.125,0.0625,0.1875,0.0625,,
2009,53èT,7.148026316,1.863636364,0.080808081,0.464646465,4.398989899,1.116161616,0.070707071,0.02020202,0.242424242,0.035353535,0.353535354,0,0.057692308,0.0625,0,0.25,0,,
2010,1,6.934210526,2.090909091,0.111111111,0.757575758,6.464646465,1.848484848,0.085858586,0,0.368686869,0.035353535,0.974747475,0,0.096153846,0,0,0.4375,0,,
2010,2,5.805921053,1.585858586,0.111111111,0.944444444,8.01010101,1.232323232,0.065656566,0.03030303,0.595959596,0.02020202,0.803030303,0,0.096153846,0,0,0.375,0.0625,,
2010,3,6.760655738,1.613065327,0.090452261,1.201005025,10.85929648,1.24120603,0.130653266,0.030150754,0.507537688,0.035175879,0.638190955,0,0.173076923,0,0,0.5625,0.1875,,
2010,4,5.306930693,2.388888889,0.111111111,1.277777778,11.26767677,1.111111111,0.080808081,0.045454545,0.494949495,0.050505051,0.601010101,0,0.176470588,0.066666667,0.066666667,0.133333333,0.066666667,,
2010,5,3.673267327,1.858585859,0.116161616,1.378787879,10.56565657,1.227272727,0.080808081,0.045454545,0.464646465,0.055555556,0.727272727,0,0.215686275,0,0,0.333333333,0,,
2010,6,2.386138614,1.797979798,0.085858586,1.747474747,9.97979798,1.333333333,0.090909091,0.035353535,0.454545455,0.075757576,0.681818182,0,0.196078431,0,0,0.466666667,0,,
2010,7,1.178217822,1.404040404,0.090909091,1.348484848,10.22222222,1.414141414,0.146464646,0.060606061,0.444444444,0.035353535,0.803030303,0.019607843,0.431372549,0.066666667,0,0.533333333,0.066666667,,
2010,8,0.742574257,1.373737374,0.141414141,1.676767677,10.75757576,1.52020202,0.151515152,0.111111111,0.51010101,0.055555556,0.974747475,0,0.352941176,0,0,0.4,0,,
2010,9,0.372937294,0.95959596,0.156565657,1.575757576,9.823232323,1.762626263,0.171717172,0.085858586,0.45959596,0.111111111,0.964646465,0,0.352941176,0,0,1,0,,
2010,10,0.194719472,0.808080808,0.121212121,1.762626263,9.015151515,1.636363636,0.166666667,0.141414141,0.48989899,0.085858586,1.055555556,0.019607843,0.31372549,0,0.066666667,0.666666667,0,,
2010,11,0.171617162,0.575757576,0.106060606,1.348484848,8.015151515,2.060606061,0.171717172,0.186868687,0.424242424,0.101010101,1.318181818,0.019607843,0.333333333,0,0,0.4,0,,
2010,12,0.095709571,0.424242424,0.141414141,1.156565657,6.277777778,1.686868687,0.267676768,0.101010101,0.409090909,0.111111111,1.156565657,0.039215686,0.352941176,0,0,0.266666667,0,,
2010,13,0.059405941,0.368686869,0.111111111,0.919191919,6.51010101,1.742424242,0.287878788,0.111111111,0.5,0.075757576,1.116161616,0.019607843,0.294117647,0.066666667,0,0.666666667,0,,
2010,14,0.073333333,0.306122449,0.204081633,0.852040816,7.31122449,1.540816327,0.413265306,0.219387755,0.576530612,0.132653061,1.163265306,0.02,0.26,0.066666667,0,0.466666667,0.066666667,,
2010,15,0.043333333,0.285714286,0.081632653,1.168367347,9.107142857,1.75,0.510204082,0.209183673,0.637755102,0.229591837,1.505102041,0.04,0.38,0,0.2,0.533333333,0,,
2010,16,0.04,0.346938776,0.178571429,1.418367347,10.25510204,1.668367347,0.923469388,0.234693878,0.545918367,0.244897959,1.132653061,0,0.34,0,0,0.466666667,0,,
2010,17,0.053333333,0.290816327,0.260204082,1.367346939,10.81632653,1.87755102,0.882653061,0.209183673,0.678571429,0.229591837,1.056122449,0.04,0.4,0,0,0.8,0,,
2010,18,0.043333333,0.173469388,0.209183673,0.821428571,7.729591837,1.913265306,0.612244898,0.12244898,0.408163265,0.234693878,1.066326531,0.02,0.3,0,0,0.6,0,,
2010,19,0.04,0.158163265,0.209183673,1.566326531,9.091836735,2.204081633,1.107142857,0.12755102,0.551020408,0.474489796,1.295918367,0,0.352941176,0.066666667,0.133333333,1.133333333,0,,
2010,20,0.043189369,0.137055838,0.258883249,1.654822335,9.507614213,1.83248731,1.923857868,0.289340102,0.588832487,0.675126904,1.203045685,0.019607843,0.764705882,0,0,0.533333333,0,,
2010,21,0.043189369,0.116751269,0.21319797,1.776649746,7.446700508,2.715736041,2.015228426,0.187817259,0.492385787,1.020304569,1.319796954,0,0.666666667,0,0,1.133333333,0,,
2010,22,0.023255814,0.116751269,0.304568528,1.741116751,8.106598985,1.883248731,2.781725888,0.441624365,0.517766497,1.421319797,1.675126904,0,0.68627451,0,0.066666667,0.933333333,0.066666667,,
2010,23,0.023255814,0.14213198,0.248730964,1.989847716,7.355329949,2.741116751,2.45177665,0.284263959,0.563451777,1.578680203,1.299492386,0,0.764705882,0,0.133333333,0.8,0,,
2010,24,0.023255814,0.086294416,0.329949239,1.766497462,6.147208122,2.162436548,2.431472081,0.47715736,0.639593909,1.456852792,1.532994924,0,0.549019608,0.133333333,0,0.933333333,0.066666667,,
2010,25,0.006644518,0.14213198,0.284263959,1.568527919,5.045685279,2.147208122,3.482233503,0.411167513,0.781725888,2.954314721,1.61928934,0.039215686,0.529411765,0,0.133333333,0.733333333,0,,
2010,26,0.023255814,0.137055838,0.350253807,1.431472081,4.741116751,1.598984772,4.563451777,0.365482234,0.695431472,3.345177665,1.487309645,0,0.568627451,0,0.066666667,0.733333333,0,,
2010,27,0.00330033,0.191919192,0.368686869,1.237373737,4.373737374,1.585858586,5.02020202,0.323232323,0.631313131,4.338383838,1.560606061,0.058823529,0.68627451,0,0.0625,0.625,0,,
2010,28,0.00330033,0.101010101,0.560606061,1.01010101,4.065656566,1.414141414,4.545454545,0.308080808,0.585858586,4.156565657,1.611111111,0.058823529,0.68627451,0.0625,0.0625,0.625,0,,
2010,29,0.01,0.193877551,0.357142857,0.918367347,3.25,1.096938776,4.117346939,0.306122449,0.663265306,3.403061224,1.551020408,0.019607843,0.37254902,0.066666667,0.066666667,0.733333333,0,,
2010,30,0.016666667,0.153061224,0.301020408,0.857142857,3.581632653,1.020408163,2.75,0.224489796,0.607142857,2.219387755,1.908163265,0.039215686,0.62745098,0.066666667,0.133333333,1.066666667,0,,
2010,31,0.02006689,0.287179487,0.461538462,0.851282051,3.446153846,0.861538462,2,0.215384615,0.692307692,1.81025641,1.81025641,0.058823529,0.607843137,0.066666667,0.133333333,0.933333333,0,,
2010,32,0.026755853,0.215384615,0.323076923,0.656410256,2.482051282,0.671794872,1.082051282,0.148717949,0.369230769,1.025641026,1.394871795,0.019607843,0.68627451,0,0.066666667,0.8,0.066666667,,
2010,33,0.006688963,0.220512821,0.466666667,0.651282051,3.261538462,0.502564103,0.733333333,0.241025641,0.702564103,0.743589744,1.543589744,0,0.607843137,0,0.066666667,1,0.066666667,,
2010,34,0.003355705,0.221649485,0.5,0.664948454,3.221649485,0.556701031,0.68556701,0.170103093,0.768041237,0.62371134,1.175257732,0.019607843,0.529411765,0.066666667,0,1.266666667,0,,
2010,35,0.013422819,0.273195876,0.567010309,0.845360825,3.273195876,0.417525773,0.340206186,0.195876289,0.793814433,0.530927835,1.139175258,0,0.509803922,0.066666667,0.066666667,1.2,0.066666667,,
2010,36,0.030201342,0.634020619,0.670103093,0.731958763,3.134020619,0.536082474,0.360824742,0.149484536,0.706185567,0.417525773,1.164948454,0.019607843,0.607843137,0,0,1.2,0,,
2010,37,0.010033445,0.646153846,0.502564103,0.882051282,2.994871795,0.523076923,0.405128205,0.107692308,0.687179487,0.251282051,1.082051282,0.019607843,0.647058824,0,0,1.733333333,0,,
2010,38,0.057239057,0.694300518,0.331606218,0.761658031,2.979274611,0.347150259,0.21761658,0.139896373,0.554404145,0.155440415,1.113989637,0.019607843,0.568627451,0,0.133333333,0.933333333,0.133333333,,
2010,39,0.067340067,0.761658031,0.29015544,0.911917098,3.616580311,0.419689119,0.176165803,0.062176166,0.538860104,0.18134715,1.424870466,0,0.450980392,0,0.133333333,0.933333333,0,,
2010,40,0.04040404,0.683937824,0.279792746,1.067357513,3.274611399,0.502590674,0.119170984,0.165803109,0.549222798,0.093264249,1.041450777,0,0.333333333,0.066666667,0.133333333,1.2,0.066666667,,
2010,41,0.030201342,0.716494845,0.273195876,0.979381443,3.128865979,0.706185567,0.082474227,0.12371134,0.536082474,0.087628866,1.195876289,0,0.31372549,0,0.066666667,1.266666667,0.066666667,,
2010,42,0.053691275,0.659793814,0.221649485,1.159793814,3.417525773,0.618556701,0.097938144,0.154639175,0.515463918,0.041237113,1.335051546,0.019607843,0.490196078,0,0.133333333,1.666666667,0,,
2010,43,0.016778523,0.773195876,0.221649485,1.278350515,3.644329897,0.551546392,0.113402062,0.190721649,0.603092784,0.067010309,1.154639175,0.019607843,0.274509804,0.066666667,0.066666667,1.066666667,0,,
2010,44,0.047138047,0.720207254,0.321243523,1.113989637,4.347150259,0.70984456,0.113989637,0.170984456,0.445595855,0.062176166,0.974093264,0,0.37254902,0.066666667,0.066666667,1.133333333,0,,
2010,45,0.077181208,0.824742268,0.484536082,1.783505155,6.68556701,1.020618557,0.154639175,0.18556701,0.530927835,0.077319588,1.206185567,0,0.235294118,0.066666667,0,1.266666667,0,,
2010,46,0.104026846,0.829896907,0.469072165,1.75257732,9.974226804,1.082474227,0.164948454,0.18556701,0.582474227,0.06185567,1.015463918,0,0.196078431,0,0.333333333,1.333333333,0,,
2010,47,0.094276094,1.103626943,0.590673575,1.870466321,13.07253886,1.264248705,0.202072539,0.150259067,0.533678756,0.051813472,1.020725389,0,0.274509804,0.066666667,0.066666667,1.533333333,0,,
2010,48,0.188552189,1.414507772,0.715025907,1.880829016,17.05699482,1.906735751,0.170984456,0.248704663,0.507772021,0.056994819,0.984455959,0.019607843,0.392156863,0,0,1.466666667,0,,
2010,49,0.324414716,1.287179487,0.8,2.215384615,19.01025641,1.651282051,0.2,0.2,0.58974359,0.041025641,1.030769231,0.039215686,0.490196078,0,0.266666667,1.466666667,0,,
2010,50,0.382550336,1.507692308,0.815384615,2.292307692,19.50769231,1.974358974,0.143589744,0.328205128,0.558974359,0.102564103,0.933333333,0.078431373,0.333333333,0,0.066666667,0.8,0,,
2010,51,0.808724832,1.451282051,0.656410256,2.328205128,16.42051282,1.815384615,0.266666667,0.353846154,0.41025641,0.035897436,1.015384615,0.156862745,0.274509804,0,0,1.333333333,0,,
2010,52,1.05033557,1.102564103,0.384615385,1.235897436,9.476923077,1.558974359,0.153846154,0.2,0.246153846,0.056410256,0.702564103,0.039215686,0.156862745,0,0.066666667,0.733333333,0,,
2011,1,2.703703704,1.005154639,0.484536082,1.041237113,7.154639175,2.082474227,0.108247423,0.257731959,0.360824742,0.010309278,1.015463918,0.058823529,0.352941176,0.2,0.066666667,0.666666667,0,,
2011,2,6.563758389,0.846153846,0.246153846,1.405128205,7.225641026,1.851282051,0.117948718,0.379487179,0.553846154,0.030769231,1.158974359,0.019607843,0.196078431,0.266666667,0,1.2,0,,
2011,3,15.8590604,0.958974359,0.205128205,1.630769231,9.041025641,1.420512821,0.18974359,0.446153846,0.476923077,0.025641026,0.635897436,0,0.254901961,0.133333333,0.066666667,1.266666667,0.066666667,,
2011,4,21.7114094,0.856410256,0.312820513,1.984615385,8.656410256,1.584615385,0.158974359,0.338461538,0.492307692,0.035897436,0.748717949,0,0.254901961,0.2,0,0.933333333,0,,
2011,5,20.38590604,0.620512821,0.307692308,2.056410256,8.482051282,1.394871795,0.18974359,0.312820513,0.492307692,0.015384615,0.728205128,0,0.254901961,0.066666667,0.066666667,1.066666667,0,,
2011,6,13.97315436,0.476923077,0.18974359,1.912820513,8.646153846,1.323076923,0.112820513,0.235897436,0.4,0.020512821,0.764102564,0.019607843,0.196078431,0,0,1.133333333,0,,
2011,7,10.02348993,0.558974359,0.369230769,2.041025641,9.312820513,1.374358974,0.133333333,0.348717949,0.446153846,0.01025641,0.717948718,0,0.392156863,0,0.066666667,0.266666667,0.066666667,,
2011,8,10.09731544,0.451282051,0.251282051,2.420512821,10.8,1.543589744,0.071794872,0.317948718,0.415384615,0.015384615,0.712820513,0,0.254901961,0,0,0.666666667,0,,
2011,9,8.765100671,0.497435897,0.282051282,2.748717949,9.646153846,1.051282051,0.158974359,0.364102564,0.430769231,0.015384615,0.630769231,0,0.098039216,0.066666667,0.066666667,0.733333333,0.133333333,,
2011,10,10.81208054,0.502564103,0.225641026,2.584615385,10.33333333,1.533333333,0.117948718,0.415384615,0.456410256,0.041025641,0.728205128,0,0.294117647,0,0,1.133333333,0,,
2011,11,12.80536913,0.353846154,0.169230769,2.625641026,10.32820513,1.394871795,0.107692308,0.425641026,0.430769231,0.030769231,0.748717949,0,0.274509804,0,0,0.666666667,0,,
2011,12,9.295302013,0.338461538,0.256410256,1.912820513,7.584615385,1.076923077,0.143589744,0.297435897,0.466666667,0.035897436,0.697435897,0.019607843,0.254901961,0.066666667,0.066666667,0.533333333,0,,
2011,13,8.204697987,0.348717949,0.220512821,1.887179487,7.779487179,1.415384615,0.164102564,0.441025641,0.651282051,0.061538462,0.769230769,0.039215686,0.215686275,0.533333333,0.133333333,0.666666667,0,,
2011,14,5.723905724,0.262886598,0.242268041,1.417525773,7.711340206,1.31443299,0.144329897,0.536082474,0.469072165,0.030927835,0.644329897,0.019607843,0.215686275,0.066666667,0,1.2,0,,
2011,15,5.771043771,0.335051546,0.18556701,1.81443299,8.804123711,1.18556701,0.335051546,0.386597938,0.654639175,0.067010309,0.587628866,0.019607843,0.294117647,0.133333333,0.066666667,1.266666667,0.066666667,,
2011,16,6.013468013,0.293814433,0.329896907,1.798969072,9.118556701,1.025773196,0.469072165,0.345360825,0.592783505,0.108247423,0.613402062,0.019607843,0.333333333,0,0,1.333333333,0,,
2011,17,5.855218855,0.31443299,0.319587629,1.871134021,8.969072165,1.262886598,0.56185567,0.608247423,0.628865979,0.134020619,0.680412371,0.019607843,0.117647059,0,0,2.2,0,,
2011,18,2.861952862,0.201030928,0.304123711,1.144329897,6.87628866,1.283505155,0.422680412,0.381443299,0.556701031,0.097938144,0.798969072,0.019607843,0.196078431,0,0,1.333333333,0.066666667,,
2011,19,1.265100671,0.221649485,0.298969072,1.81443299,6.201030928,1.546391753,0.510309278,0.427835052,0.556701031,0.18556701,0.731958763,0.019607843,0.333333333,0.133333333,0.133333333,1.666666667,0,,
2011,20,0.738255034,0.201030928,0.335051546,2.010309278,5.762886598,1.242268041,0.845360825,0.628865979,0.582474227,0.407216495,0.778350515,0,0.294117647,0.066666667,0,1.733333333,0,,
2011,21,0.44966443,0.190721649,0.304123711,2.190721649,5.484536082,1.432989691,1.051546392,0.417525773,0.644329897,0.206185567,0.680412371,0.098039216,0.294117647,0,0.066666667,1.533333333,0,,
2011,22,0.308724832,0.216494845,0.360824742,2.417525773,5.608247423,1.283505155,1.592783505,0.680412371,0.649484536,0.386597938,0.917525773,0,0.254901961,0,0.133333333,1.266666667,0,,
2011,23,0.116666667,0.174358974,0.517948718,2.297435897,5.138461538,1.605128205,2.687179487,0.928205128,0.528205128,0.630769231,0.830769231,0.039215686,0.254901961,0.0625,0.125,2.625,0.0625,,
2011,24,0.056666667,0.158974359,0.538461538,2.025641026,3.630769231,1.4,3.6,0.866666667,0.512820513,1.020512821,0.882051282,0,0.294117647,0.125,0.125,1.6875,0,,
2011,25,0.026578073,0.179487179,0.471794872,2.046153846,4.117948718,1.18974359,5.435897436,1.215384615,0.61025641,1.861538462,1.015384615,0,0.490196078,0,0.1875,1.6875,0,,
2011,26,0.056666667,0.226804124,0.587628866,1.56185567,3.597938144,1.510309278,10.94845361,0.793814433,0.592783505,3.371134021,0.778350515,0.019607843,0.588235294,0.133333333,0,1.066666667,0,,
2011,27,0.010033445,0.383419689,0.559585492,1.274611399,3.367875648,1.067357513,14.34196891,0.797927461,0.67357513,4.398963731,1.129533679,0.019607843,0.333333333,0.2,0.066666667,1.666666667,0,,
2011,28,0.02,0.536082474,0.556701031,1.216494845,3.355670103,1.036082474,14.87113402,0.840206186,0.618556701,4.355670103,0.845360825,0.039215686,0.588235294,0,0.066666667,2.8,0,,
2011,29,0.01,0.520618557,0.572164948,0.969072165,2.654639175,0.762886598,10.28865979,0.530927835,0.520618557,3.015463918,0.664948454,0,0.274509804,0,0.066666667,1.666666667,0,,
2011,30,0,0.711340206,0.551546392,0.902061856,2.731958763,0.829896907,7.319587629,0.510309278,0.577319588,2.103092784,0.664948454,0,0.450980392,0.066666667,0.066666667,1.933333333,0,,
2011,31,0.013377926,1.005181347,0.466321244,0.668393782,2.823834197,0.652849741,5,0.67357513,0.533678756,1.373056995,0.787564767,0,0.352941176,0,0,2.666666667,0,,
2011,32,0.023411371,1,0.362694301,0.720207254,2.367875648,0.487046632,2.715025907,0.398963731,0.538860104,0.911917098,0.575129534,0.019607843,0.254901961,0,0.2,2.6,0,,
2011,33,0.003344482,1.082901554,0.367875648,0.549222798,2.430051813,0.632124352,1.834196891,0.357512953,0.569948187,0.647668394,0.632124352,0,0.470588235,0.066666667,0,2.933333333,0,,
2011,34,0.013333333,0.819587629,0.386597938,0.721649485,2.690721649,0.664948454,1.536082474,0.510309278,0.701030928,0.463917526,0.510309278,0,0.352941176,0,0.066666667,2.733333333,0,,
2011,35,0.003333333,0.907216495,0.288659794,0.675257732,2.603092784,0.572164948,1.726804124,0.37628866,0.582474227,0.608247423,0.520618557,0.019607843,0.235294118,0,0,3.4,0,,
2011,36,0,1.071428571,0.280612245,0.882653061,2.617346939,0.637755102,1.862244898,0.464285714,0.673469388,0.525510204,0.515306122,0.019607843,0.470588235,0.066666667,0,1.466666667,0,,
2011,37,0.016556291,1.086734694,0.183673469,0.785714286,2.806122449,0.469387755,1.413265306,0.352040816,0.525510204,0.403061224,0.56122449,0,0.215686275,0,0,1.933333333,0,,
2011,38,0.023178808,0.882653061,0.081632653,0.535714286,2.295918367,0.474489796,1.045918367,0.12755102,0.413265306,0.275510204,0.362244898,0.019607843,0.254901961,0.133333333,0,1.266666667,0,,
2011,39,0.023178808,0.87244898,0.12244898,1,2.489795918,0.489795918,1.051020408,0.270408163,0.525510204,0.31122449,0.591836735,0.019607843,0.411764706,0,0,2.933333333,0,,
2011,40,0.043189369,0.93877551,0.066326531,0.928571429,2.765306122,0.520408163,0.903061224,0.214285714,0.535714286,0.25,0.443877551,0,0.352941176,0,0,2,0,,
2011,41,0.03986711,0.632653061,0.12244898,1.132653061,2.632653061,0.545918367,0.780612245,0.234693878,0.658163265,0.209183673,0.448979592,0,0.196078431,0,0.133333333,2.533333333,0.066666667,,
2011,42,0.049833887,0.668367347,0.091836735,1.214285714,2.882653061,0.841836735,0.87755102,0.270408163,0.581632653,0.173469388,0.494897959,0,0.274509804,0,0.066666667,2.4,0,,
2011,43,0.033222591,0.602040816,0.076530612,1.301020408,2.892857143,0.816326531,0.795918367,0.285714286,0.505102041,0.137755102,0.443877551,0.020408163,0.326530612,0.066666667,0,3.066666667,0,,
2011,44,0.096345515,0.653061224,0.112244898,1.535714286,3.198979592,1.06122449,0.887755102,0.316326531,0.459183673,0.096938776,0.326530612,0.040816327,0.326530612,0,0.133333333,1.866666667,0,,
2011,45,0.126245847,0.663265306,0.091836735,1.693877551,3.785714286,1.045918367,0.602040816,0.178571429,0.443877551,0.096938776,0.413265306,0,0.142857143,0,0.066666667,2.266666667,0,,
2011,46,0.19269103,0.591836735,0.107142857,1.81122449,3.954081633,1.408163265,0.846938776,0.234693878,0.530612245,0.112244898,0.331632653,0,0.306122449,0.066666667,0.066666667,2.666666667,0.066666667,,
2011,47,0.222591362,0.647959184,0.18877551,1.790816327,4.658163265,1.489795918,0.734693878,0.260204082,0.571428571,0.051020408,0.326530612,0,0.183673469,0,0.066666667,2.666666667,0,,
2011,48,0.455149502,0.801020408,0.168367347,2.020408163,6.62244898,2.12755102,0.867346939,0.234693878,0.571428571,0.12244898,0.331632653,0,0.265306122,0.2,0.066666667,3.866666667,0,,
2011,49,0.667774086,0.831632653,0.147959184,2.31122449,8.025510204,1.903061224,0.857142857,0.137755102,0.515306122,0.117346939,0.331632653,0,0.204081633,0.066666667,0,2.8,0,,
2011,50,1.700996678,1.035714286,0.183673469,2.31122449,9.969387755,2.678571429,0.790816327,0.255102041,0.581632653,0.12244898,0.505102041,0,0.285714286,0.533333333,0,2.933333333,0,,
2011,51,3.966777409,1.265306122,0.224489796,2.06122449,11.66836735,2.255102041,0.744897959,0.270408163,0.423469388,0.056122449,0.37755102,0.020833333,0.25,0,0,2.466666667,0,,
2011,52,4.720930233,1,0.12755102,1.229591837,7.801020408,2.459183673,0.510204082,0.168367347,0.280612245,0.020408163,0.275510204,0,0.340425532,0.066666667,0,2.666666667,0,,
2012,1,4.727574751,1.010204082,0.158163265,0.68877551,5.954081633,2.255102041,0.147959184,0.168367347,0.362244898,0.015306122,0.382653061,0.021276596,0.234042553,0.066666667,0,2.866666667,0,,
2012,2,9.043333333,0.948979592,0.112244898,1.321428571,8.193877551,2.556122449,0.142857143,0.219387755,0.489795918,0.035714286,0.341836735,0,0.127659574,0.066666667,0,1.066666667,0,,
2012,3,30.10702341,0.974358974,0.123076923,1.876923077,8.958974359,1.523076923,0.205128205,0.323076923,0.441025641,0.025641026,0.184615385,0,0.14893617,0.133333333,0.066666667,1.066666667,0,,
2012,4,45.05685619,0.938461538,0.112820513,1.779487179,7.307692308,1.805128205,0.133333333,0.241025641,0.38974359,0.030769231,0.174358974,0,0.212765957,0.066666667,0,1.333333333,0,,
2012,5,45.23411371,0.764102564,0.123076923,1.682051282,6.671794872,1.461538462,0.092307692,0.194871795,0.328205128,0.025641026,0.205128205,0,0.234042553,0,0,1.533333333,0.066666667,,
2012,6,33.97979798,0.757731959,0.108247423,1.824742268,6.087628866,1.283505155,0.077319588,0.108247423,0.345360825,0.025773196,0.221649485,0,0.234042553,0,0.066666667,1.4,0,,
2012,7,26.08754209,0.783505155,0.12371134,1.969072165,6.278350515,1.613402062,0.113402062,0.113402062,0.43814433,0.046391753,0.211340206,0,0.255319149,0.066666667,0.066666667,1.066666667,0,,
2012,8,20.37710438,0.958762887,0.175257732,1.974226804,6.371134021,1.536082474,0.108247423,0.128865979,0.453608247,0.041237113,0.206185567,0.020833333,0.208333333,0,0.066666667,1.333333333,0,,
2012,9,17.95302013,1.015463918,0.113402062,1.896907216,6.067010309,1.757731959,0.051546392,0.144329897,0.345360825,0.020618557,0.190721649,0.085106383,0.170212766,0,0,0.933333333,0,,
2012,10,17.31986532,1.18556701,0.159793814,1.969072165,6.484536082,1.407216495,0.020618557,0.139175258,0.386597938,0.015463918,0.206185567,0.021276596,0.106382979,0,0,0.733333333,0,,
2012,11,15.12457912,0.958762887,0.154639175,1.829896907,6.948453608,1.489690722,0.087628866,0.154639175,0.31443299,0.020618557,0.144329897,0,0.25,0.066666667,0,1.8,0,,
